Sample Names	MutationTypes	Signature A	Signature B
PD4198a	TA>CG	0.9998820174702292	0.00011798252977083226
PD4198a	TA>CT	0.895432933036753	0.1045670669632469
PD4198a	TA>GC	0.5283393770556656	0.4716606229443344
PD4198a	TA>GG	0.9995634729078363	0.0004365270921637877
PD4198a	TA>GT	0.8607873029753886	0.13921269702461134
PD4198a	TC>AA	0.9223313767895226	0.07766862321047739
PD4198a	TC>AG	0.17093300095074826	0.8290669990492519
PD4198a	TC>AT	0.13446728934941335	0.8655327106505867
PD4198a	TC>CA	0.8562299989093691	0.14377000109063082
PD4198a	TC>CG	0.7696515540833793	0.23034844591662065
PD4198a	TC>CT	0.3731854369383728	0.6268145630616272
PD4198a	TC>GA	0.9412985837621636	0.0587014162378364
PD4198a	TC>GG	0.22724982971907678	0.7727501702809232
PD4198a	TC>GT	0.2745538925707823	0.7254461074292176
PD4198a	TG>AA	0.9998919979837462	0.0001080020162538565
PD4198a	TG>AC	0.4894065112114959	0.5105934887885041
PD4198a	TG>AT	0.9598669723958949	0.04013302760410506
PD4198a	TG>CA	0.5610473699321106	0.43895263006788937
PD4198a	TG>CC	0.27594565986894354	0.7240543401310565
PD4198a	TG>CT	0.9999702495381068	2.9750461893276883e-05
PD4198a	TG>GA	0.9998686662346888	0.00013133376531117362
PD4198a	TG>GC	0.6923007692351356	0.3076992307648644
PD4198a	TG>GT	0.4206172335320436	0.5793827664679564
PD4198a	TT>AA	0.5277718303316595	0.4722281696683405
PD4198a	TT>AC	0.9990668260246964	0.00093317397530346
PD4198a	TT>AG	0.8856665213957648	0.11433347860423515
PD4198a	TT>CA	0.1875562832682007	0.8124437167317994
PD4198a	TT>CC	0.07357701863012692	0.926422981369873
PD4198a	TT>CG	0.5303857331388494	0.4696142668611507
PD4198a	TT>GA	0.5283393770556656	0.47166062294433436
PD4198a	TT>GC	0.5497788039804076	0.45022119601959254
PD4198a	TT>GG	0.9995721102086266	0.0004278897913733844
PD3904a	AC>CA	1.0	0.0
PD3904a	AC>CG	1.0	0.0
PD3904a	AC>CT	1.0	0.0
PD3904a	AC>GA	1.0	0.0
PD3904a	AC>GG	1.0	0.0
PD3904a	AC>GT	1.0	0.0
PD3904a	AC>TA	1.0	0.0
PD3904a	AC>TG	1.0	0.0
PD3904a	AC>TT	1.0	0.0
PD3904a	AT>CA	1.0	0.0
PD3904a	AT>CC	1.0	0.0
PD3904a	AT>CG	1.0	0.0
PD3904a	AT>GA	1.0	0.0
PD3904a	AT>GC	1.0	0.0
PD3904a	AT>TA	1.0	0.0
PD3904a	CC>AA	1.0	0.0
PD3904a	CC>AG	1.0	0.0
PD3904a	CC>AT	1.0	0.0
PD3904a	CC>GA	1.0	0.0
PD3904a	CC>GG	1.0	0.0
PD3904a	CC>GT	1.0	0.0
PD3904a	CC>TA	1.0	0.0
PD3904a	CC>TG	1.0	0.0
PD3904a	CC>TT	1.0	0.0
PD3904a	CG>AT	1.0	0.0
PD3904a	CG>GC	1.0	0.0
PD3904a	CG>GT	1.0	0.0
PD3904a	CG>TA	1.0	0.0
PD3904a	CG>TC	1.0	0.0
PD3904a	CG>TT	1.0	0.0
PD3904a	CT>AA	1.0	0.0
PD3904a	CT>AC	1.0	0.0
PD3904a	CT>AG	1.0	0.0
PD3904a	CT>GA	1.0	0.0
PD3904a	CT>GC	1.0	0.0
PD3904a	CT>GG	1.0	0.0
PD3904a	CT>TA	1.0	0.0
PD3904a	CT>TC	1.0	0.0
PD3904a	CT>TG	1.0	0.0
PD3904a	GC>AA	1.0	0.0
PD3904a	GC>AG	1.0	0.0
PD3904a	GC>AT	1.0	0.0
PD3904a	GC>CA	1.0	0.0
PD3904a	GC>CG	1.0	0.0
PD3904a	GC>TA	1.0	0.0
PD3904a	TA>AT	1.0	0.0
PD3904a	TA>CG	1.0	0.0
PD3904a	TA>CT	1.0	0.0
PD3904a	TA>GC	1.0	0.0
PD3904a	TA>GG	1.0	0.0
PD3904a	TA>GT	1.0	0.0
PD3904a	TC>AA	1.0	0.0
PD3904a	TC>AG	1.0	0.0
PD3904a	TC>AT	1.0	0.0
PD3904a	TC>CA	1.0	0.0
PD3904a	TC>CG	1.0	0.0
PD3904a	TC>CT	1.0	0.0
PD3904a	TC>GA	1.0	0.0
PD3904a	TC>GG	1.0	0.0
PD3904a	TC>GT	1.0	0.0
PD3904a	TG>AA	1.0	0.0
PD3904a	TG>AC	1.0	0.0
PD3904a	TG>AT	1.0	0.0
PD3904a	TG>CA	1.0	0.0
PD3904a	TG>CC	1.0	0.0
PD3904a	TG>CT	1.0	0.0
PD3904a	TG>GA	1.0	0.0
PD3904a	TG>GC	1.0	0.0
PD3904a	TG>GT	1.0	0.0
PD3904a	TT>AA	1.0	0.0
PD3904a	TT>AC	1.0	0.0
PD3904a	TT>AG	1.0	0.0
PD3904a	TT>CA	1.0	0.0
PD3904a	TT>CC	1.0	0.0
PD3904a	TT>CG	1.0	0.0
PD3904a	TT>GA	1.0	0.0
PD3904a	TT>GC	1.0	0.0
PD3904a	TT>GG	1.0	0.0
PD3945a	AC>CA	1.0	0.0
PD3945a	AC>CG	1.0	0.0
PD3945a	AC>CT	1.0	0.0
PD3945a	AC>GA	1.0	0.0
PD3945a	AC>GG	1.0	0.0
PD3945a	AC>GT	1.0	0.0
PD3945a	AC>TA	1.0	0.0
PD3945a	AC>TG	1.0	0.0
PD3945a	AC>TT	1.0	0.0
PD3945a	AT>CA	1.0	0.0
PD3945a	AT>CC	1.0	0.0
PD3945a	AT>CG	1.0	0.0
PD3945a	AT>GA	1.0	0.0
PD3945a	AT>GC	1.0	0.0
PD3945a	AT>TA	1.0	0.0
PD3945a	CC>AA	1.0	0.0
PD3945a	CC>AG	1.0	0.0
PD3945a	CC>AT	1.0	0.0
PD3945a	CC>GA	1.0	0.0
PD3945a	CC>GG	1.0	0.0
PD3945a	CC>GT	1.0	0.0
PD3945a	CC>TA	1.0	0.0
PD3945a	CC>TG	1.0	0.0
PD3945a	CC>TT	1.0	0.0
PD3945a	CG>AT	1.0	0.0
PD3945a	CG>GC	1.0	0.0
PD3945a	CG>GT	1.0	0.0
PD3945a	CG>TA	1.0	0.0
PD3945a	CG>TC	1.0	0.0
PD3945a	CG>TT	1.0	0.0
PD3945a	CT>AA	1.0	0.0
PD3945a	CT>AC	1.0	0.0
PD3945a	CT>AG	1.0	0.0
PD3945a	CT>GA	1.0	0.0
PD3945a	CT>GC	1.0	0.0
PD3945a	CT>GG	1.0	0.0
PD3945a	CT>TA	1.0	0.0
PD3945a	CT>TC	1.0	0.0
PD3945a	CT>TG	1.0	0.0
PD3945a	GC>AA	1.0	0.0
PD3945a	GC>AG	1.0	0.0
PD3945a	GC>AT	1.0	0.0
PD3945a	GC>CA	1.0	0.0
PD3945a	GC>CG	1.0	0.0
PD3945a	GC>TA	1.0	0.0
PD3945a	TA>AT	1.0	0.0
PD3945a	TA>CG	1.0	0.0
PD3945a	TA>CT	1.0	0.0
PD3945a	TA>GC	1.0	0.0
PD3945a	TA>GG	1.0	0.0
PD3945a	TA>GT	1.0	0.0
PD3945a	TC>AA	1.0	0.0
PD3945a	TC>AG	1.0	0.0
PD3945a	TC>AT	1.0	0.0
PD3945a	TC>CA	1.0	0.0
PD3945a	TC>CG	1.0	0.0
PD3945a	TC>CT	1.0	0.0
PD3945a	TC>GA	1.0	0.0
PD3945a	TC>GG	1.0	0.0
PD3945a	TC>GT	1.0	0.0
PD3945a	TG>AA	1.0	0.0
PD3945a	TG>AC	1.0	0.0
PD3945a	TG>AT	1.0	0.0
PD3945a	TG>CA	1.0	0.0
PD3945a	TG>CC	1.0	0.0
PD3945a	TG>CT	1.0	0.0
PD3945a	TG>GA	1.0	0.0
PD3945a	TG>GC	1.0	0.0
PD3945a	TG>GT	1.0	0.0
PD3945a	TT>AA	1.0	0.0
PD3945a	TT>AC	1.0	0.0
PD3945a	TT>AG	1.0	0.0
PD3945a	TT>CA	1.0	0.0
PD3945a	TT>CC	1.0	0.0
PD3945a	TT>CG	1.0	0.0
PD3945a	TT>GA	1.0	0.0
PD3945a	TT>GC	1.0	0.0
PD3945a	TT>GG	1.0	0.0
PD4107a	AC>CA	1.0	0.0
PD4107a	AC>CG	1.0	0.0
PD4107a	AC>CT	1.0	0.0
PD4107a	AC>GA	1.0	0.0
PD4107a	AC>GG	1.0	0.0
PD4107a	AC>GT	1.0	0.0
PD4107a	AC>TA	1.0	0.0
PD4107a	AC>TG	1.0	0.0
PD4107a	AC>TT	1.0	0.0
PD4107a	AT>CA	1.0	0.0
PD4107a	AT>CC	1.0	0.0
PD4107a	AT>CG	1.0	0.0
PD4107a	AT>GA	1.0	0.0
PD4107a	AT>GC	1.0	0.0
PD4107a	AT>TA	1.0	0.0
PD4107a	CC>AA	1.0	0.0
PD4107a	CC>AG	1.0	0.0
PD4107a	CC>AT	1.0	0.0
PD4107a	CC>GA	1.0	0.0
PD4107a	CC>GG	1.0	0.0
PD4107a	CC>GT	1.0	0.0
PD4107a	CC>TA	1.0	0.0
PD4107a	CC>TG	1.0	0.0
PD4107a	CC>TT	1.0	0.0
PD4107a	CG>AT	1.0	0.0
PD4107a	CG>GC	1.0	0.0
PD4107a	CG>GT	1.0	0.0
PD4107a	CG>TA	1.0	0.0
PD4107a	CG>TC	1.0	0.0
PD4107a	CG>TT	1.0	0.0
PD4107a	CT>AA	1.0	0.0
PD4107a	CT>AC	1.0	0.0
PD4107a	CT>AG	1.0	0.0
PD4107a	CT>GA	1.0	0.0
PD4107a	CT>GC	1.0	0.0
PD4107a	CT>GG	1.0	0.0
PD4107a	CT>TA	1.0	0.0
PD4107a	CT>TC	1.0	0.0
PD4107a	CT>TG	1.0	0.0
PD4107a	GC>AA	1.0	0.0
PD4107a	GC>AG	1.0	0.0
PD4107a	GC>AT	1.0	0.0
PD4107a	GC>CA	1.0	0.0
PD4107a	GC>CG	1.0	0.0
PD4107a	GC>TA	1.0	0.0
PD4107a	TA>AT	1.0	0.0
PD4107a	TA>CG	1.0	0.0
PD4107a	TA>CT	1.0	0.0
PD4107a	TA>GC	1.0	0.0
PD4107a	TA>GG	1.0	0.0
PD4107a	TA>GT	1.0	0.0
PD4107a	TC>AA	1.0	0.0
PD4107a	TC>AG	1.0	0.0
PD4107a	TC>AT	1.0	0.0
PD4107a	TC>CA	1.0	0.0
PD4107a	TC>CG	1.0	0.0
PD4107a	TC>CT	1.0	0.0
PD4107a	TC>GA	1.0	0.0
PD4107a	TC>GG	1.0	0.0
PD4107a	TC>GT	1.0	0.0
PD4107a	TG>AA	1.0	0.0
PD4107a	TG>AC	1.0	0.0
PD4107a	TG>AT	1.0	0.0
PD4107a	TG>CA	1.0	0.0
PD4107a	TG>CC	1.0	0.0
PD4107a	TG>CT	1.0	0.0
PD4107a	TG>GA	1.0	0.0
PD4107a	TG>GC	1.0	0.0
PD4107a	TG>GT	1.0	0.0
PD4107a	TT>AA	1.0	0.0
PD4107a	TT>AC	1.0	0.0
PD4107a	TT>AG	1.0	0.0
PD4107a	TT>CA	1.0	0.0
PD4107a	TT>CC	1.0	0.0
PD4107a	TT>CG	1.0	0.0
PD4107a	TT>GA	1.0	0.0
PD4107a	TT>GC	1.0	0.0
PD4107a	TT>GG	1.0	0.0
PD3905a	AC>CA	1.0	0.0
PD3905a	AC>CG	1.0	0.0
PD3905a	AC>CT	1.0	0.0
PD3905a	AC>GA	1.0	0.0
PD3905a	AC>GG	1.0	0.0
PD3905a	AC>GT	1.0	0.0
PD3905a	AC>TA	1.0	0.0
PD3905a	AC>TG	1.0	0.0
PD3905a	AC>TT	1.0	0.0
PD3905a	AT>CA	1.0	0.0
PD3905a	AT>CC	1.0	0.0
PD3905a	AT>CG	1.0	0.0
PD3905a	AT>GA	1.0	0.0
PD3905a	AT>GC	1.0	0.0
PD3905a	AT>TA	1.0	0.0
PD3905a	CC>AA	1.0	0.0
PD3905a	CC>AG	1.0	0.0
PD3905a	CC>AT	1.0	0.0
PD3905a	CC>GA	1.0	0.0
PD3905a	CC>GG	1.0	0.0
PD3905a	CC>GT	1.0	0.0
PD3905a	CC>TA	1.0	0.0
PD3905a	CC>TG	1.0	0.0
PD3905a	CC>TT	1.0	0.0
PD3905a	CG>AT	1.0	0.0
PD3905a	CG>GC	1.0	0.0
PD3905a	CG>GT	1.0	0.0
PD3905a	CG>TA	1.0	0.0
PD3905a	CG>TC	1.0	0.0
PD3905a	CG>TT	1.0	0.0
PD3905a	CT>AA	1.0	0.0
PD3905a	CT>AC	1.0	0.0
PD3905a	CT>AG	1.0	0.0
PD3905a	CT>GA	1.0	0.0
PD3905a	CT>GC	1.0	0.0
PD3905a	CT>GG	1.0	0.0
PD3905a	CT>TA	1.0	0.0
PD3905a	CT>TC	1.0	0.0
PD3905a	CT>TG	1.0	0.0
PD3905a	GC>AA	1.0	0.0
PD3905a	GC>AG	1.0	0.0
PD3905a	GC>AT	1.0	0.0
PD3905a	GC>CA	1.0	0.0
PD3905a	GC>CG	1.0	0.0
PD3905a	GC>TA	1.0	0.0
PD3905a	TA>AT	1.0	0.0
PD3905a	TA>CG	1.0	0.0
PD3905a	TA>CT	1.0	0.0
PD3905a	TA>GC	1.0	0.0
PD3905a	TA>GG	1.0	0.0
PD3905a	TA>GT	1.0	0.0
PD3905a	TC>AA	1.0	0.0
PD3905a	TC>AG	1.0	0.0
PD3905a	TC>AT	1.0	0.0
PD3905a	TC>CA	1.0	0.0
PD3905a	TC>CG	1.0	0.0
PD3905a	TC>CT	1.0	0.0
PD3905a	TC>GA	1.0	0.0
PD3905a	TC>GG	1.0	0.0
PD3905a	TC>GT	1.0	0.0
PD3905a	TG>AA	1.0	0.0
PD3905a	TG>AC	1.0	0.0
PD3905a	TG>AT	1.0	0.0
PD3905a	TG>CA	1.0	0.0
PD3905a	TG>CC	1.0	0.0
PD3905a	TG>CT	1.0	0.0
PD3905a	TG>GA	1.0	0.0
PD3905a	TG>GC	1.0	0.0
PD3905a	TG>GT	1.0	0.0
PD3905a	TT>AA	1.0	0.0
PD3905a	TT>AC	1.0	0.0
PD3905a	TT>AG	1.0	0.0
PD3905a	TT>CA	1.0	0.0
PD3905a	TT>CC	1.0	0.0
PD3905a	TT>CG	1.0	0.0
PD3905a	TT>GA	1.0	0.0
PD3905a	TT>GC	1.0	0.0
PD3905a	TT>GG	1.0	0.0
PD4192a	AC>CA	1.0	0.0
PD4192a	AC>CG	1.0	0.0
PD4192a	AC>CT	1.0	0.0
PD4192a	AC>GA	1.0	0.0
PD4192a	AC>GG	1.0	0.0
PD4192a	AC>GT	1.0	0.0
PD4192a	AC>TA	1.0	0.0
PD4192a	AC>TG	1.0	0.0
PD4192a	AC>TT	1.0	0.0
PD4192a	AT>CA	1.0	0.0
PD4192a	AT>CC	1.0	0.0
PD4192a	AT>CG	1.0	0.0
PD4192a	AT>GA	1.0	0.0
PD4192a	AT>GC	1.0	0.0
PD4192a	AT>TA	1.0	0.0
PD4192a	CC>AA	1.0	0.0
PD4192a	CC>AG	1.0	0.0
PD4192a	CC>AT	1.0	0.0
PD4192a	CC>GA	1.0	0.0
PD4192a	CC>GG	1.0	0.0
PD4192a	CC>GT	1.0	0.0
PD4192a	CC>TA	1.0	0.0
PD4192a	CC>TG	1.0	0.0
PD4192a	CC>TT	1.0	0.0
PD4192a	CG>AT	1.0	0.0
PD4192a	CG>GC	1.0	0.0
PD4192a	CG>GT	1.0	0.0
PD4192a	CG>TA	1.0	0.0
PD4192a	CG>TC	1.0	0.0
PD4192a	CG>TT	1.0	0.0
PD4192a	CT>AA	1.0	0.0
PD4192a	CT>AC	1.0	0.0
PD4192a	CT>AG	1.0	0.0
PD4192a	CT>GA	1.0	0.0
PD4192a	CT>GC	1.0	0.0
PD4192a	CT>GG	1.0	0.0
PD4192a	CT>TA	1.0	0.0
PD4192a	CT>TC	1.0	0.0
PD4192a	CT>TG	1.0	0.0
PD4192a	GC>AA	1.0	0.0
PD4192a	GC>AG	1.0	0.0
PD4192a	GC>AT	1.0	0.0
PD4192a	GC>CA	1.0	0.0
PD4192a	GC>CG	1.0	0.0
PD4192a	GC>TA	1.0	0.0
PD4192a	TA>AT	1.0	0.0
PD4192a	TA>CG	1.0	0.0
PD4192a	TA>CT	1.0	0.0
PD4192a	TA>GC	1.0	0.0
PD4192a	TA>GG	1.0	0.0
PD4192a	TA>GT	1.0	0.0
PD4192a	TC>AA	1.0	0.0
PD4192a	TC>AG	1.0	0.0
PD4192a	TC>AT	1.0	0.0
PD4192a	TC>CA	1.0	0.0
PD4192a	TC>CG	1.0	0.0
PD4192a	TC>CT	1.0	0.0
PD4192a	TC>GA	1.0	0.0
PD4192a	TC>GG	1.0	0.0
PD4192a	TC>GT	1.0	0.0
PD4192a	TG>AA	1.0	0.0
PD4192a	TG>AC	1.0	0.0
PD4192a	TG>AT	1.0	0.0
PD4192a	TG>CA	1.0	0.0
PD4192a	TG>CC	1.0	0.0
PD4192a	TG>CT	1.0	0.0
PD4192a	TG>GA	1.0	0.0
PD4192a	TG>GC	1.0	0.0
PD4192a	TG>GT	1.0	0.0
PD4192a	TT>AA	1.0	0.0
PD4192a	TT>AC	1.0	0.0
PD4192a	TT>AG	1.0	0.0
PD4192a	TT>CA	1.0	0.0
PD4192a	TT>CC	1.0	0.0
PD4192a	TT>CG	1.0	0.0
PD4192a	TT>GA	1.0	0.0
PD4192a	TT>GC	1.0	0.0
PD4192a	TT>GG	1.0	0.0
PD4109a	AC>CA	0.8345616738265506	0.16543832617344942
PD4109a	AC>CG	0.4667820526449956	0.5332179473550043
PD4109a	AC>CT	0.9479448613031282	0.05205513869687183
PD4109a	AC>GA	0.8071865959997442	0.19281340400025582
PD4109a	AC>GG	0.9993006818313451	0.0006993181686549011
PD4109a	AC>GT	0.998906044288405	0.0010939557115950327
PD4109a	AC>TA	0.9999332481793772	6.67518206227915e-05
PD4109a	AC>TG	0.9997689858047666	0.00023101419523337765
PD4109a	AC>TT	0.5346412812418204	0.46535871875817963
PD4109a	AT>CA	0.9204451047301674	0.07955489526983257
PD4109a	AT>CC	0.6575681231328159	0.34243187686718407
PD4109a	AT>CG	0.6575681231328159	0.34243187686718407
PD4109a	AT>GA	0.5079987199453967	0.49200128005460325
PD4109a	AT>GC	0.880744379642932	0.11925562035706816
PD4109a	AT>TA	0.9998963006407772	0.00010369935922285785
PD4109a	CC>AA	0.9195835788948213	0.08041642110517866
PD4109a	CC>AG	0.9448846838399193	0.05511531616008063
PD4109a	CC>AT	0.7951525479624517	0.20484745203754834
PD4109a	CC>GA	0.9889476115963691	0.011052388403630792
PD4109a	CC>GG	0.999908932268795	9.106773120493677e-05
PD4109a	CC>GT	0.2212971789013588	0.7787028210986412
PD4109a	CC>TA	0.15185606246160355	0.8481439375383965
PD4109a	CC>TG	0.3831790692650266	0.6168209307349735
PD4109a	CC>TT	0.09561247257913263	0.9043875274208674
PD4109a	CG>AT	0.9990549040328652	0.0009450959671347424
PD4109a	CG>GC	0.6575681231328159	0.34243187686718407
PD4109a	CG>GT	0.6159014025838355	0.38409859741616453
PD4109a	CG>TA	0.7829604104151385	0.21703958958486144
PD4109a	CG>TC	0.6575681231328159	0.34243187686718407
PD4109a	CG>TT	0.6575681231328159	0.34243187686718407
PD4109a	CT>AA	0.5835306066866183	0.4164693933133817
PD4109a	CT>AC	0.851733381277867	0.14826661872213306
PD4109a	CT>AG	0.9459821499525026	0.054017850047497415
PD4109a	CT>GA	0.9999247680863043	7.523191369569452e-05
PD4109a	CT>GC	0.5154943916379479	0.4845056083620521
PD4109a	CT>GG	0.4944481549820419	0.5055518450179581
PD4109a	CT>TA	0.12138325334278595	0.8786167466572141
PD4109a	CT>TC	0.45948904068213536	0.5405109593178646
PD4109a	CT>TG	0.7114180978153196	0.2885819021846804
PD4109a	GC>AA	0.8290961346624088	0.17090386533759117
PD4109a	GC>AG	0.58947444534549	0.41052555465450985
PD4109a	GC>AT	0.8559192418537127	0.14408075814628737
PD4109a	GC>CA	0.8003649705200551	0.19963502947994485
PD4109a	GC>CG	0.6575681231328159	0.34243187686718407
PD4109a	GC>TA	0.5679043335002915	0.43209566649970854
PD4109a	TA>AT	0.803711712873614	0.19628828712638605
PD4109a	TA>CG	0.9999311734741638	6.88265258361661e-05
PD4109a	TA>CT	0.9362238418550206	0.06377615814497932
PD4109a	TA>GC	0.6575681231328159	0.34243187686718407
PD4109a	TA>GG	0.9997453128721413	0.00025468712785859933
PD4109a	TA>GT	0.9137920778403374	0.08620792215966261
PD4109a	TC>AA	0.9531780547851921	0.04682194521480787
PD4109a	TC>AG	0.26114366560096064	0.7388563343990393
PD4109a	TC>AT	0.21031500422235794	0.7896849957776421
PD4109a	TC>CA	0.91079012262749	0.08920987737251
PD4109a	TC>CG	0.8513642323458194	0.14863576765418057
PD4109a	TC>CT	0.50510512323998	0.4948948767600199
PD4109a	TC>GA	0.9648989738844351	0.03510102611556497
PD4109a	TC>GG	0.33516647620110085	0.6648335237988992
PD4109a	TC>GT	0.39349545278491244	0.6065045472150876
PD4109a	TG>AA	0.9999369959886185	6.300401138152517e-05
PD4109a	TG>AC	0.6216637975670186	0.37833620243298144
PD4109a	TG>AT	0.9761909296994385	0.023809070300561494
PD4109a	TG>CA	0.6866298634508153	0.3133701365491847
PD4109a	TG>CC	0.3951617284162143	0.6048382715837858
PD4109a	TG>CT	0.9999826453487669	1.7354651233115757e-05
PD4109a	TG>GA	0.9999233844443146	7.66155556854386e-05
PD4109a	TG>GC	0.7941123334632783	0.20588766653672183
PD4109a	TG>GT	0.5544720449111016	0.44552795508889853
PD4109a	TT>AA	0.6570551415195565	0.3429448584804436
PD4109a	TT>AC	0.9994554367759777	0.0005445632240222537
PD4109a	TT>AG	0.9299692809307184	0.07003071906928171
PD4109a	TT>CA	0.28353960397360994	0.7164603960263901
PD4109a	TT>CC	0.11983414675974126	0.8801658532402588
PD4109a	TT>CG	0.6594152337954929	0.340584766204507
PD4109a	TT>GA	0.657568123132816	0.342431876867184
PD4109a	TT>GC	0.6767275994894018	0.32327240051059825
PD4109a	TT>GG	0.9997503531128011	0.0002496468871988411
PD4103a	AC>CA	0.6490819051945266	0.35091809480547353
PD4103a	AC>CG	0.2429874742285281	0.7570125257714718
PD4103a	AC>CT	0.8697432683213441	0.130256731678656
PD4103a	AC>GA	0.6055225560540508	0.3944774439459492
PD4103a	AC>GG	0.9980950696214912	0.0019049303785087703
PD4103a	AC>GT	0.9970221113218528	0.00297788867814726
PD4103a	AC>TA	0.9998179705678581	0.00018202943214179083
PD4103a	AC>TG	0.9993702125863471	0.0006297874136530182
PD4103a	AC>TT	0.2963969727115915	0.7036030272884084
PD4103a	AT>CA	0.8092444028555685	0.19075559714443133
PD4103a	AT>CC	0.4131820164086942	0.5868179835913059
PD4103a	AT>CG	0.4131820164086942	0.5868179835913059
PD4103a	AT>GA	0.2746205642000361	0.725379435799964
PD4103a	AT>GC	0.7303100230754649	0.2696899769245351
PD4103a	AT>TA	0.9997172342139364	0.00028276578606364195
PD4103a	CC>AA	0.8074305891545933	0.1925694108454066
PD4103a	CC>AG	0.8627514510365131	0.13724854896348693
PD4103a	CC>AT	0.5873367150688786	0.41266328493112137
PD4103a	CC>GA	0.9704217851230983	0.029578214876901637
PD4103a	CC>GG	0.9997516725219665	0.0002483274780334287
PD4103a	CC>GT	0.09436850549055673	0.9056314945094432
PD4103a	CC>TA	0.061605496000006144	0.9383945039999938
PD4103a	CC>TG	0.1855213204277037	0.8144786795722962
PD4103a	CC>TT	0.03731766140140619	0.9626823385985939
PD4103a	CG>AT	0.9974266663530675	0.0025733336469325385
PD4103a	CG>GC	0.4131820164086942	0.5868179835913059
PD4103a	CG>GT	0.37025698552484076	0.6297430144751591
PD4103a	CG>TA	0.5694727339795734	0.43052726602042657
PD4103a	CG>TC	0.4131820164086942	0.5868179835913059
PD4103a	CG>TT	0.4131820164086942	0.5868179835913059
PD4103a	CT>AA	0.3393890098311284	0.6606109901688716
PD4103a	CT>AC	0.6780793664658912	0.32192063353410877
PD4103a	CT>AG	0.8652511390963625	0.13474886090363733
PD4103a	CT>GA	0.9997948487121532	0.0002051512878468346
PD4103a	CT>GC	0.28063687627955197	0.7193631237204481
PD4103a	CT>GG	0.263955431779201	0.7360445682207989
PD4103a	CT>TA	0.04821366989363506	0.9517863301063649
PD4103a	CT>TC	0.23763275892416966	0.7623672410758303
PD4103a	CT>TG	0.4747662696034552	0.5252337303965448
PD4103a	GC>AA	0.6401310069529977	0.3598689930470024
PD4103a	GC>AG	0.34490552588690615	0.6550944741130938
PD4103a	GC>AT	0.6853567301797041	0.31464326982029583
PD4103a	GC>CA	0.5951447074942736	0.40485529250572644
PD4103a	GC>CG	0.4131820164086942	0.5868179835913059
PD4103a	GC>TA	0.32519557332262683	0.6748044266773732
PD4103a	TA>AT	0.6002133387541049	0.399786661245895
PD4103a	TA>CG	0.999812313605742	0.00018768639425801608
PD4103a	TA>CT	0.8433242398811204	0.1566757601188796
PD4103a	TA>GC	0.4131820164086942	0.5868179835913059
PD4103a	TA>GG	0.9993057041727487	0.0006942958272514155
PD4103a	TA>GT	0.7953594089100482	0.2046405910899518
PD4103a	TC>AA	0.8818584012186068	0.11814159878139312
PD4103a	TC>AG	0.11472758625276372	0.8852724137472362
PD4103a	TC>AT	0.08896568678272151	0.9110343132172785
PD4103a	TC>CA	0.7891848034257349	0.2108151965742651
PD4103a	TC>CG	0.677441597317967	0.32255840268203295
PD4103a	TC>CT	0.27232052304523385	0.7276794769547661
PD4103a	TC>GA	0.9097421745465619	0.09025782545343813
PD4103a	TC>GG	0.15601119987721257	0.8439888001227873
PD4103a	TC>GT	0.19217410159839837	0.8078258984016016
PD4103a	TG>AA	0.9998281895753388	0.00017181042466115357
PD4103a	TG>AC	0.3759707474379525	0.6240292525620474
PD4103a	TG>AT	0.9376310786901673	0.062368921309832806
PD4103a	TG>CA	0.4454945132309326	0.5545054867690673
PD4103a	TG>CC	0.19325951847696587	0.8067404815230341
PD4103a	TG>CT	0.9999526705517583	4.7329448241654006e-05
PD4103a	TG>GA	0.9997910761326348	0.0002089238673652245
PD4103a	TG>GC	0.5857909308470176	0.41420906915298245
PD4103a	TG>GT	0.31334100870727694	0.6866589912927231
PD4103a	TT>AA	0.41262995173395156	0.5873700482660484
PD4103a	TT>AC	0.9985162232249414	0.0014837767750586239
PD4103a	TT>AG	0.829617021414882	0.17038297858511786
PD4103a	TT>CA	0.12672033630560267	0.8732796636943972
PD4103a	TT>CC	0.04754782760075511	0.9524521723992448
PD4103a	TT>CG	0.41517495683618716	0.5848250431638128
PD4103a	TT>GA	0.4131820164086942	0.5868179835913058
PD4103a	TT>GC	0.4342508071245398	0.5657491928754601
PD4103a	TT>GG	0.999319438316913	0.000680561683086943
PD4115a	AC>CA	1.0	0.0
PD4115a	AC>CG	1.0	0.0
PD4115a	AC>CT	1.0	0.0
PD4115a	AC>GA	1.0	0.0
PD4115a	AC>GG	1.0	0.0
PD4115a	AC>GT	1.0	0.0
PD4115a	AC>TA	1.0	0.0
PD4115a	AC>TG	1.0	0.0
PD4115a	AC>TT	1.0	0.0
PD4115a	AT>CA	1.0	0.0
PD4115a	AT>CC	1.0	0.0
PD4115a	AT>CG	1.0	0.0
PD4115a	AT>GA	1.0	0.0
PD4115a	AT>GC	1.0	0.0
PD4115a	AT>TA	1.0	0.0
PD4115a	CC>AA	1.0	0.0
PD4115a	CC>AG	1.0	0.0
PD4115a	CC>AT	1.0	0.0
PD4115a	CC>GA	1.0	0.0
PD4115a	CC>GG	1.0	0.0
PD4115a	CC>GT	1.0	0.0
PD4115a	CC>TA	1.0	0.0
PD4115a	CC>TG	1.0	0.0
PD4115a	CC>TT	1.0	0.0
PD4115a	CG>AT	1.0	0.0
