Sample Names	MutationTypes	Signature A	Signature B
PD4115a	CG>GC	1.0	0.0
PD4115a	CG>GT	1.0	0.0
PD4115a	CG>TA	1.0	0.0
PD4115a	CG>TC	1.0	0.0
PD4115a	CG>TT	1.0	0.0
PD4115a	CT>AA	1.0	0.0
PD4115a	CT>AC	1.0	0.0
PD4115a	CT>AG	1.0	0.0
PD4115a	CT>GA	1.0	0.0
PD4115a	CT>GC	1.0	0.0
PD4115a	CT>GG	1.0	0.0
PD4115a	CT>TA	1.0	0.0
PD4115a	CT>TC	1.0	0.0
PD4115a	CT>TG	1.0	0.0
PD4115a	GC>AA	1.0	0.0
PD4115a	GC>AG	1.0	0.0
PD4115a	GC>AT	1.0	0.0
PD4115a	GC>CA	1.0	0.0
PD4115a	GC>CG	1.0	0.0
PD4115a	GC>TA	1.0	0.0
PD4115a	TA>AT	1.0	0.0
PD4115a	TA>CG	1.0	0.0
PD4115a	TA>CT	1.0	0.0
PD4115a	TA>GC	1.0	0.0
PD4115a	TA>GG	1.0	0.0
PD4115a	TA>GT	1.0	0.0
PD4115a	TC>AA	1.0	0.0
PD4115a	TC>AG	1.0	0.0
PD4115a	TC>AT	1.0	0.0
PD4115a	TC>CA	1.0	0.0
PD4115a	TC>CG	1.0	0.0
PD4115a	TC>CT	1.0	0.0
PD4115a	TC>GA	1.0	0.0
PD4115a	TC>GG	1.0	0.0
PD4115a	TC>GT	1.0	0.0
PD4115a	TG>AA	1.0	0.0
PD4115a	TG>AC	1.0	0.0
PD4115a	TG>AT	1.0	0.0
PD4115a	TG>CA	1.0	0.0
PD4115a	TG>CC	1.0	0.0
PD4115a	TG>CT	1.0	0.0
PD4115a	TG>GA	1.0	0.0
PD4115a	TG>GC	1.0	0.0
PD4115a	TG>GT	1.0	0.0
PD4115a	TT>AA	1.0	0.0
PD4115a	TT>AC	1.0	0.0
PD4115a	TT>AG	1.0	0.0
PD4115a	TT>CA	1.0	0.0
PD4115a	TT>CC	1.0	0.0
PD4115a	TT>CG	1.0	0.0
PD4115a	TT>GA	1.0	0.0
PD4115a	TT>GC	1.0	0.0
PD4115a	TT>GG	1.0	0.0
PD4085a	AC>CA	0.6021269615958129	0.3978730384041871
PD4085a	AC>CG	0.20799715212166298	0.7920028478783371
PD4085a	AC>CT	0.8452759607623573	0.15472403923764277
PD4085a	AC>GA	0.5567195953908496	0.44328040460915036
PD4085a	AC>GG	0.9976727369316266	0.0023272630683734466
PD4085a	AC>GT	0.9963627652334269	0.003637234766573064
PD4085a	AC>TA	0.9997775285821258	0.00022247141787421921
PD4085a	AC>TG	0.9992303675399433	0.0007696324600566927
PD4085a	AC>TT	0.25631977885469026	0.7436802211453097
PD4085a	AT>CA	0.7763354405134512	0.22366455948654881
PD4085a	AT>CC	0.3655171228529864	0.6344828771470137
PD4085a	AT>CG	0.3655171228529864	0.6344828771470137
PD4085a	AT>GA	0.23649814412203968	0.7635018558779603
PD4085a	AT>GC	0.6890165020659555	0.31098349793404434
PD4085a	AT>TA	0.9996544190878018	0.0003455809121981654
PD4085a	CC>AA	0.7742959843701226	0.22570401562987744
PD4085a	CC>AG	0.8372166142640974	0.16278338573590262
PD4085a	CC>AT	0.5380004825319533	0.46199951746804674
PD4085a	CC>GA	0.9640849160549533	0.03591508394504677
PD4085a	CC>GG	0.9996965053859708	0.00030349461402927997
PD4085a	CC>GT	0.07855849499523508	0.9214415050047648
PD4085a	CC>TA	0.050975472962861756	0.9490245270371381
PD4085a	CC>TG	0.15708896248537668	0.8429110375146232
PD4085a	CC>TT	0.030741212081793645	0.9692587879182064
PD4085a	CG>AT	0.996856611984004	0.0031433880159960075
PD4085a	CG>GC	0.3655171228529864	0.6344828771470137
PD4085a	CG>GT	0.3248031003035059	0.6751968996964942
PD4085a	CG>TA	0.5197471111393838	0.48025288886061623
PD4085a	CG>TC	0.3655171228529864	0.6344828771470137
PD4085a	CG>TT	0.3655171228529864	0.6344828771470137
PD4085a	CT>AA	0.2959437452560441	0.7040562547439561
PD4085a	CT>AC	0.6328094925237483	0.3671905074762517
PD4085a	CT>AG	0.8400951686462016	0.1599048313537984
PD4085a	CT>GA	0.9997492709676059	0.0002507290323941542
PD4085a	CT>GC	0.2419578621611198	0.7580421378388802
PD4085a	CT>GG	0.22685052190264626	0.7731494780973536
PD4085a	CT>TA	0.03979640825672726	0.9602035917432727
PD4085a	CT>TC	0.20320653541848738	0.7967934645815127
PD4085a	CT>TG	0.42514404858278293	0.574855951417217
PD4085a	GC>AA	0.5927298730500223	0.40727012694997766
PD4085a	GC>AG	0.30107593067110644	0.6989240693288936
PD4085a	GC>AT	0.6405677664928604	0.3594322335071397
PD4085a	GC>CA	0.5460204275172517	0.4539795724827484
PD4085a	GC>CG	0.3655171228529864	0.6344828771470137
PD4085a	GC>TA	0.28278944657458766	0.7172105534254123
PD4085a	TA>AT	0.5512403316977651	0.4487596683022349
PD4085a	TA>CG	0.9997706150853353	0.00022938491466479062
PD4085a	TA>CT	0.8149502509850849	0.18504974901491517
PD4085a	TA>GC	0.3655171228529864	0.6344828771470137
PD4085a	TA>GG	0.999151547117203	0.000848452882797031
PD4085a	TA>GT	0.7607631806930487	0.23923681930695123
PD4085a	TC>AA	0.8592986422354132	0.14070135776458692
PD4085a	TC>AG	0.09586778503897403	0.9041322149610259
PD4085a	TC>AT	0.0739868881526664	0.9260131118473336
PD4085a	TC>CA	0.7538677420414109	0.2461322579585889
PD4085a	TC>CG	0.6321306935827788	0.36786930641722115
PD4085a	TC>CT	0.2344142098048824	0.7655857901951175
PD4085a	TC>GA	0.8918539962524061	0.10814600374759391
PD4085a	TC>GG	0.13137198181091359	0.8686280181890864
PD4085a	TC>GT	0.16292611584212163	0.8370738841578783
PD4085a	TG>AA	0.9997900174981215	0.00020998250187856128
PD4085a	TG>AC	0.3301831976515047	0.6698168023484953
PD4085a	TG>AT	0.9248133868346625	0.07518661316533748
PD4085a	TG>CA	0.3966214528378431	0.6033785471621569
PD4085a	TG>CC	0.16387984982012005	0.83612015017988
PD4085a	TG>CT	0.999942153505003	5.7846494996979144e-05
PD4085a	TG>GA	0.9997446604613367	0.0002553395386632946
PD4085a	TG>GC	0.5364157592232707	0.4635842407767294
PD4085a	TG>GT	0.27185796127138656	0.7281420387286134
PD4085a	TT>AA	0.3649891329284481	0.635010867071552
PD4085a	TT>AC	0.9981870928192773	0.0018129071807227418
PD4085a	TT>AG	0.7993512766479713	0.20064872335202852
PD4085a	TT>CA	0.10612541112054137	0.8938745888794586
PD4085a	TT>CC	0.039242017616680315	0.9607579823833198
PD4085a	TT>CG	0.3674241079886559	0.6325758920113442
PD4085a	TT>GA	0.36551712285298643	0.6344828771470137
PD4085a	TT>GC	0.38575313495755825	0.6142468650424417
PD4085a	TT>GG	0.9991683281660011	0.0008316718339989033
PD3890a	AC>CA	0.8453192275253215	0.15468077247467846
PD3890a	AC>CG	0.48674683320524564	0.5132531667947544
PD3890a	AC>CT	0.951755921804289	0.04824407819571096
PD3890a	AC>GA	0.8193388664512969	0.18066113354870306
PD3890a	AC>GG	0.9993544408096054	0.0006455591903945845
PD3890a	AC>GT	0.9989901097450498	0.0010098902549502214
PD3890a	AC>TA	0.9999383826184196	6.16173815804539e-05
PD3890a	AC>TG	0.9997867523379972	0.00021324766200288885
PD3890a	AC>TT	0.554490272214243	0.4455097277857569
PD3890a	AT>CA	0.9261125498773652	0.07388745012263478
PD3890a	AT>CC	0.6753576609320145	0.32464233906798556
PD3890a	AT>CG	0.6753576609320145	0.32464233906798556
PD3890a	AT>GA	0.5279808150890973	0.47201918491090267
PD3890a	AT>GC	0.888898700097914	0.11110129990208598
PD3890a	AT>TA	0.9999042767509912	9.572324900875993e-05
PD3890a	CC>AA	0.925307418202043	0.07469258179795704
PD3890a	CC>AG	0.9489077106459958	0.051092289354004304
PD3890a	CC>AT	0.8078827575336702	0.19211724246632983
PD3890a	CC>GA	0.9897891141908093	0.010210885809190601
PD3890a	CC>GG	0.999915936890008	8.406310999199587e-05
PD3890a	CC>GT	0.2353975427980127	0.7646024572019873
PD3890a	CC>TA	0.16245492061901093	0.8375450793809892
PD3890a	CC>TG	0.402265676090316	0.5977343239096841
PD3890a	CC>TT	0.10276140595166477	0.8972385940483353
PD3890a	CG>AT	0.9991275402950949	0.0008724597049050385
PD3890a	CG>GC	0.6753576609320145	0.32464233906798556
PD3890a	CG>GT	0.6346528859166592	0.3653471140833407
PD3890a	CG>TA	0.7962541546403995	0.20374584535960044
PD3890a	CG>TC	0.6753576609320145	0.32464233906798556
PD3890a	CG>TT	0.6753576609320145	0.32464233906798556
PD3890a	CT>AA	0.6028433612181191	0.39715663878188096
PD3890a	CT>AC	0.8615595755155101	0.13844042448448993
PD3890a	CT>AG	0.949929314511503	0.05007068548849708
PD3890a	CT>GA	0.999930554754704	6.944524529592575e-05
PD3890a	CT>GC	0.5354504489867206	0.4645495510132795
PD3890a	CT>GG	0.5144545749468343	0.4855454250531657
PD3890a	CT>TA	0.13018170125270542	0.8698182987472945
PD3890a	CT>TC	0.47942235105820424	0.5205776489417958
PD3890a	CT>TG	0.7275691193879195	0.27243088061208054
PD3890a	GC>AA	0.840141007400358	0.15985899259964204
PD3890a	GC>AG	0.6086964013279009	0.3913035986720991
PD3890a	GC>AT	0.8655118264801618	0.13448817351983816
PD3890a	GC>CA	0.812847496202133	0.187152503797867
PD3890a	GC>CG	0.6753576609320145	0.32464233906798556
PD3890a	GC>TA	0.5874293867613818	0.4125706132386182
PD3890a	TA>AT	0.8160330770999543	0.18396692290004574
PD3890a	TA>CG	0.9999364674859418	6.353251405817026e-05
PD3890a	TA>CT	0.9408394669808057	0.05916053301919424
PD3890a	TA>GC	0.6753576609320145	0.32464233906798556
PD3890a	TA>GG	0.9997648995837422	0.00023510041625792054
PD3890a	TA>GT	0.9198922315242235	0.08010776847577657
PD3890a	TC>AA	0.9566235143065813	0.043376485693418655
PD3890a	TC>AG	0.27688017899479483	0.7231198210052052
PD3890a	TC>AT	0.2239168321165503	0.7760831678834497
PD3890a	TC>CA	0.9170834226021594	0.08291657739784074
PD3890a	TC>CG	0.8612109049589521	0.13878909504104783
PD3890a	TC>CT	0.5250948742459226	0.4749051257540773
PD3890a	TC>GA	0.9675113308452892	0.03248866915471069
PD3890a	TC>GG	0.35323108115490953	0.6467689188450905
PD3890a	TC>GT	0.4127520686711821	0.5872479313288178
PD3890a	TG>AA	0.9999418421691727	5.815783082730287e-05
PD3890a	TG>AC	0.6402982600383538	0.3597017399616464
PD3890a	TG>AT	0.9779820715374327	0.022017928462567386
PD3890a	TG>CA	0.7035901828094037	0.2964098171905964
PD3890a	TG>CC	0.41444416635838255	0.5855558336416176
PD3890a	TG>CT	0.9999839803005528	1.6019699447206602e-05
PD3890a	TG>GA	0.999929277531795	7.072246820511264e-05
PD3890a	TG>GC	0.8068914877370102	0.19310851226298975
PD3890a	TG>GT	0.5741489214407949	0.4258510785592051
PD3890a	TT>AA	0.6748581517776929	0.3251418482223071
PD3890a	TT>AC	0.9994973051971254	0.0005026948028745846
PD3890a	TT>AG	0.9350061387948719	0.06499386120512807
PD3890a	TT>CA	0.30007758109596827	0.6999224189040318
PD3890a	TT>CC	0.12853673482760725	0.8714632651723927
PD3890a	TT>CG	0.6771559255325309	0.32284407446746904
PD3890a	TT>GA	0.6753576609320144	0.3246423390679855
PD3890a	TT>GC	0.6939849992293413	0.30601500077065863
PD3890a	TT>GG	0.9997695522940817	0.00023044770591834908
PD4006a	AC>CA	1.0	0.0
PD4006a	AC>CG	1.0	0.0
PD4006a	AC>CT	1.0	0.0
PD4006a	AC>GA	1.0	0.0
PD4006a	AC>GG	1.0	0.0
PD4006a	AC>GT	1.0	0.0
PD4006a	AC>TA	1.0	0.0
PD4006a	AC>TG	1.0	0.0
PD4006a	AC>TT	1.0	0.0
PD4006a	AT>CA	1.0	0.0
PD4006a	AT>CC	1.0	0.0
PD4006a	AT>CG	1.0	0.0
PD4006a	AT>GA	1.0	0.0
PD4006a	AT>GC	1.0	0.0
PD4006a	AT>TA	1.0	0.0
PD4006a	CC>AA	1.0	0.0
PD4006a	CC>AG	1.0	0.0
PD4006a	CC>AT	1.0	0.0
PD4006a	CC>GA	1.0	0.0
PD4006a	CC>GG	1.0	0.0
PD4006a	CC>GT	1.0	0.0
PD4006a	CC>TA	1.0	0.0
PD4006a	CC>TG	1.0	0.0
PD4006a	CC>TT	1.0	0.0
PD4006a	CG>AT	1.0	0.0
PD4006a	CG>GC	1.0	0.0
PD4006a	CG>GT	1.0	0.0
PD4006a	CG>TA	1.0	0.0
PD4006a	CG>TC	1.0	0.0
PD4006a	CG>TT	1.0	0.0
PD4006a	CT>AA	1.0	0.0
PD4006a	CT>AC	1.0	0.0
PD4006a	CT>AG	1.0	0.0
PD4006a	CT>GA	1.0	0.0
PD4006a	CT>GC	1.0	0.0
PD4006a	CT>GG	1.0	0.0
PD4006a	CT>TA	1.0	0.0
PD4006a	CT>TC	1.0	0.0
PD4006a	CT>TG	1.0	0.0
PD4006a	GC>AA	1.0	0.0
PD4006a	GC>AG	1.0	0.0
PD4006a	GC>AT	1.0	0.0
PD4006a	GC>CA	1.0	0.0
PD4006a	GC>CG	1.0	0.0
PD4006a	GC>TA	1.0	0.0
PD4006a	TA>AT	1.0	0.0
PD4006a	TA>CG	1.0	0.0
PD4006a	TA>CT	1.0	0.0
PD4006a	TA>GC	1.0	0.0
PD4006a	TA>GG	1.0	0.0
PD4006a	TA>GT	1.0	0.0
PD4006a	TC>AA	1.0	0.0
PD4006a	TC>AG	1.0	0.0
PD4006a	TC>AT	1.0	0.0
PD4006a	TC>CA	1.0	0.0
PD4006a	TC>CG	1.0	0.0
PD4006a	TC>CT	1.0	0.0
PD4006a	TC>GA	1.0	0.0
PD4006a	TC>GG	1.0	0.0
PD4006a	TC>GT	1.0	0.0
PD4006a	TG>AA	1.0	0.0
PD4006a	TG>AC	1.0	0.0
PD4006a	TG>AT	1.0	0.0
PD4006a	TG>CA	1.0	0.0
PD4006a	TG>CC	1.0	0.0
PD4006a	TG>CT	1.0	0.0
PD4006a	TG>GA	1.0	0.0
PD4006a	TG>GC	1.0	0.0
PD4006a	TG>GT	1.0	0.0
PD4006a	TT>AA	1.0	0.0
PD4006a	TT>AC	1.0	0.0
PD4006a	TT>AG	1.0	0.0
PD4006a	TT>CA	1.0	0.0
PD4006a	TT>CC	1.0	0.0
PD4006a	TT>CG	1.0	0.0
PD4006a	TT>GA	1.0	0.0
PD4006a	TT>GC	1.0	0.0
PD4006a	TT>GG	1.0	0.0
PD4088a	AC>CA	0.7160925250902936	0.28390747490970647
PD4088a	AC>CG	0.30444598789771143	0.6955540121022886
PD4088a	AC>CT	0.9010410447472365	0.09895895525276352
PD4088a	AC>GA	0.6767081869576066	0.32329181304239346
PD4088a	AC>GG	0.9986023410709728	0.0013976589290271508
PD4088a	AC>GT	0.99781447943951	0.0021855205604901086
PD4088a	AC>TA	0.9998665052697706	0.00013349473022929666
PD4088a	AC>TG	0.9995380783199984	0.0004619216800015889
PD4088a	AC>TT	0.36485351634233487	0.6351464836576651
PD4088a	AT>CA	0.8526153776553475	0.1473846223446525
PD4088a	AT>CC	0.489833513688139	0.5101664863118611
PD4088a	AT>CG	0.489833513688139	0.5101664863118611
PD4088a	AT>GA	0.3404814236666106	0.6595185763333894
PD4088a	AT>GC	0.7869019048230951	0.21309809517690495
PD4088a	AT>TA	0.9997926227864384	0.00020737721356155195
PD4088a	CC>AA	0.8511380990990137	0.14886190090098622
PD4088a	CC>AG	0.895527407637937	0.10447259236206294
PD4088a	CC>AT	0.6599611814904442	0.34003881850955586
PD4088a	CC>GA	0.9781368630737689	0.021863136926231118
PD4088a	CC>GG	0.9998178811227431	0.00018211887725691215
PD4088a	CC>GT	0.12441492545937015	0.87558507454063
PD4088a	CC>TA	0.08216679414259564	0.9178332058574044
PD4088a	CC>TG	0.23699536663645324	0.7630046333635468
PD4088a	CC>TT	0.05020641607993601	0.9497935839200641
PD4088a	CG>AT	0.9981115927917673	0.0018884072082326758
PD4088a	CG>GC	0.489833513688139	0.5101664863118611
PD4088a	CG>GT	0.44498376324750294	0.555016236752497
PD4088a	CG>TA	0.6433319155067178	0.35666808449328224
PD4088a	CG>TC	0.489833513688139	0.5101664863118611
PD4088a	CG>TT	0.489833513688139	0.5101664863118611
PD4088a	CT>AA	0.4119613240083029	0.588038675991697
PD4088a	CT>AC	0.7417557624602308	0.2582442375397692
PD4088a	CT>AG	0.8975010716468166	0.10249892835318339
PD4088a	CT>GA	0.9998495474914388	0.00015045250856124965
PD4088a	CT>GC	0.3472498781643035	0.6527501218356966
PD4088a	CT>GG	0.3284165581000926	0.6715834418999075
PD4088a	CT>TA	0.06461310086731298	0.9353868991326869
PD4088a	CT>TC	0.2982705432265125	0.7017294567734876
PD4088a	CT>TG	0.5520938146105971	0.44790618538940286
PD4088a	GC>AA	0.7080821570465706	0.2919178429534294
PD4088a	GC>AG	0.41791121288112665	0.5820887871188734
PD4088a	GC>AT	0.7481283430031003	0.2518716569968998
PD4088a	GC>CA	0.6671737243843423	0.33282627561565764
PD4088a	GC>CG	0.489833513688139	0.5101664863118611
PD4088a	GC>TA	0.3965547461562736	0.6034452538437264
PD4088a	TA>AT	0.6718378182939636	0.3281621817060364
PD4088a	TA>CG	0.999862356421857	0.00013764357814304495
PD4088a	TA>CT	0.8800947781040841	0.11990522189591586
PD4088a	TA>GC	0.489833513688139	0.5101664863118611
PD4088a	TA>GG	0.9994907554423166	0.0005092445576834247
PD4088a	TA>GT	0.8412681027251966	0.15873189727480344
PD4088a	TC>AA	0.9105445860610039	0.08945541393899609
PD4088a	TC>AG	0.1501812774493608	0.8498187225506392
PD4088a	TC>AT	0.11751509607475548	0.8824849039252447
PD4088a	TC>CA	0.8361934109747332	0.16380658902526676
PD4088a	TC>CG	0.7411959964336923	0.2588040035663077
PD4088a	TC>CT	0.3378867177167175	0.6621132822832825
PD4088a	TC>GA	0.9321785502478169	0.06782144975218307
PD4088a	TC>GG	0.2013213161615712	0.7986786838384288
PD4088a	TC>GT	0.2449388976004119	0.7550611023995881
PD4088a	TG>AA	0.9998739999157477	0.00012600008425230804
PD4088a	TG>AC	0.45102479095425607	0.548975209045744
PD4088a	TG>AT	0.9534892374149961	0.04651076258500391
PD4088a	TG>CA	0.5227999665462939	0.4772000334537061
PD4088a	TG>CC	0.24623149597886665	0.7537685040211334
PD4088a	TG>CT	0.9999652912998912	3.470870010884637e-05
PD4088a	TG>GA	0.9998467806276164	0.00015321937238352027
PD4088a	TG>GC	0.6585292772285732	0.3414707227714267
PD4088a	TG>GT	0.3835775316271916	0.6164224683728086
PD4088a	TT>AA	0.4892644231595788	0.5107355768404211
PD4088a	TT>AC	0.9989114663273616	0.0010885336726382787
PD4088a	TT>AG	0.8691052175956316	0.13089478240436836
PD4088a	TT>CA	0.16518855001257518	0.8348114499874248
PD4088a	TT>CC	0.06373594465255303	0.9362640553474468
PD4088a	TT>CG	0.4918862651725066	0.5081137348274933
PD4088a	TT>GA	0.489833513688139	0.510166486311861
PD4088a	TT>GC	0.5114046051502922	0.4885953948497079
PD4088a	TT>GG	0.9995008308416289	0.0004991691583711092
